date_ref,date_forecast,ana_code,mean_precipitation
2022-07-07,2022-07-17,PSATFZA,6.75
2022-07-07,2022-07-17,PSATIMBR,0.0
2022-07-07,2022-07-17,PSATITP,1.9722221957312691
2022-07-07,2022-07-17,PSATJIRA,2.985542179590248
2022-07-07,2022-07-17,PSATLAJ,0.0
2022-07-07,2022-07-17,PSATPIME,0.34533333957195284
2022-07-07,2022-07-18,PSATCNV,7.520000076293945
2022-07-07,2022-07-18,PSATFUR,0.4428571526493345
2022-07-07,2022-07-18,PSATFZA,5.799999952316284
2022-07-07,2022-07-18,PSATIMBR,0.0
2022-07-07,2022-07-18,PSATITP,1.872222211625841
2022-07-07,2022-07-18,PSATJIRA,2.2807228931461476
2022-07-07,2022-07-18,PSATLAJ,0.0
2022-07-07,2022-07-18,PSATPIME,0.34000000228484467
2022-07-07,2022-07-19,PSATCNV,6.1800000190734865
2022-07-07,2022-07-19,PSATFUR,0.6571428520338876
2022-07-07,2022-07-19,PSATFZA,4.650000095367432
2022-07-07,2022-07-19,PSATIMBR,0.0
2022-07-07,2022-07-19,PSATITP,2.022222207652198
2022-07-07,2022-07-19,PSATJIRA,1.6783132456153276
2022-07-07,2022-07-19,PSATLAJ,0.0
2022-07-07,2022-07-19,PSATPIME,0.7880000017086665
2022-07-07,2022-07-20,PSATCNV,4.259999990463257
2022-07-07,2022-07-20,PSATFUR,0.257142858845847
2022-07-07,2022-07-20,PSATFZA,4.100000023841858
2022-07-07,2022-07-20,PSATIMBR,0.07500000111758709
2022-07-07,2022-07-20,PSATITP,1.7166666719648573
2022-07-07,2022-07-20,PSATJIRA,1.5626506022660132
2022-07-07,2022-07-20,PSATLAJ,0.0
2022-07-07,2022-07-20,PSATPIME,0.5573333377639452
2022-07-07,2022-07-21,PSATCNV,10.479999923706055
2022-07-07,2022-07-21,PSATFUR,0.2571428620389529
2022-07-07,2022-07-21,PSATFZA,7.200000047683716
2022-07-07,2022-07-21,PSATIMBR,0.0
2022-07-07,2022-07-21,PSATITP,3.8888888226615057
2022-07-07,2022-07-21,PSATJIRA,2.3650602525077673
2022-07-07,2022-07-21,PSATLAJ,0.0
2022-07-07,2022-07-21,PSATPIME,0.6120000047485032
2022-07-07,2022-07-22,PSATCNV,5.6200000762939455
2022-07-07,2022-07-22,PSATFUR,0.25714285884584703
2022-07-07,2022-07-22,PSATFZA,6.099999904632568
2022-07-07,2022-07-22,PSATIMBR,0.0
2022-07-07,2022-07-22,PSATITP,2.8388889100816517
2022-07-07,2022-07-22,PSATJIRA,1.5072289185531171
2022-07-07,2022-07-22,PSATLAJ,0.0
2022-07-07,2022-07-22,PSATPIME,0.472000004053116
2022-07-08,2022-07-09,PSATCNV,0.0
2022-07-08,2022-07-09,PSATFUR,0.0
2022-07-08,2022-07-09,PSATFZA,0.0
2022-07-08,2022-07-09,PSATIMBR,0.0
2022-07-08,2022-07-09,PSATITP,0.0
2022-07-08,2022-07-09,PSATJIRA,1.759036146194102
2022-07-08,2022-07-09,PSATLAJ,0.0
2022-07-08,2022-07-09,PSATPIME,0.29733333319425587
2022-07-08,2022-07-10,PSATCNV,0.0
2022-07-08,2022-07-10,PSATFUR,0.0
2022-07-08,2022-07-10,PSATFZA,0.0
2022-07-08,2022-07-10,PSATIMBR,0.0
2022-07-08,2022-07-10,PSATITP,0.0
2022-07-08,2022-07-10,PSATJIRA,0.2746987946062204
2022-07-08,2022-07-10,PSATLAJ,0.0
2022-07-08,2022-07-10,PSATPIME,0.3386666701237361
2022-07-08,2022-07-11,PSATCNV,0.0
2022-07-08,2022-07-11,PSATFUR,0.0
